id,date,age,gender,city,employment,marital_status,income,years_experience,education_years,credit_score,debt,savings,study_hours,sleep_hours,attendance_pct,screen_time_hours,exercise_days_per_week,projects_completed,social_media_hours,internet_usage,previous_score,lifestyle_score,loan_approved,annual_salary
633,2024-09-24,54,Female,Biratnagar,Employed,Married,25043.0,32.3,14.2,666.0,11232.0,24454.0,4.9,4.3,72.0,6.2,5,3,2.1,Low,49.5,47.33,No,250000.0
679,2024-11-09,59,Male,Lalitpur,Employed,Single,38092.0,35.9,15.3,564.0,16506.0,8588.0,3.9,6.8,91.8,6.4,4,3,0.0,Medium,57.1,55.7,No,250000.0
800,2025-03-10,53,Female,Pokhara,Student,Single,,29.7,14.7,661.0,12291.0,26460.0,2.6,7.4,92.8,5.1,5,6,2.3,Low,62.9,57.88,No,250000.0
966,2025-08-23,35,Female,Kathmandu,Self-employed,Single,29620.0,16.0,15.2,652.0,10999.0,41119.0,7.9,6.9,85.3,6.5,0,4,4.6,Medium,35.4,56.83,Yes,250000.0
315,2023-11-11,37,Female,Butwal,Employed,Married,15376.0,2.7,12.1,702.0,3559.0,2836.0,3.4,6.1,94.0,6.3,3,2,3.6,Medium,68.7,58.2,Yes,250000.0
364,2023-12-30,25,Male,Biratnagar,Employed,Single,69943.0,0.0,,755.0,22478.0,79085.0,6.3,8.3,73.2,5.5,3,2,0.0,High,59.9,49.38,No,250000.0
644,2024-10-05,37,Male,Chitwan,Student,Single,50138.0,4.3,16.5,692.0,3064.0,50037.0,8.8,7.1,79.6,6.8,2,4,4.6,High,60.5,72.57,Yes,250000.0
238,2023-08-26,54,Female,Butwal,Employed,Married,54064.0,35.8,18.0,675.0,10869.0,58813.0,3.7,7.5,77.0,8.7,5,4,0.0,Medium,91.3,48.79,No,250000.0
747,2025-01-16,66,Male,Chitwan,Employed,Married,174878.0,45.0,16.1,689.0,47841.0,159841.0,5.9,9.1,78.7,4.5,7,4,3.6,Medium,66.2,75.43,No,250000.0
555,2024-07-08,49,Female,Lalitpur,Student,Single,83835.0,31.8,14.7,732.0,16679.0,97382.0,7.8,7.9,77.0,4.0,6,4,2.3,Medium,28.2,75.49,No,250000.0
795,2025-03-05,67,Male,Lalitpur,Employed,Single,31027.0,41.7,,690.0,8808.0,23749.0,4.8,6.6,77.3,8.7,6,5,4.8,Medium,56.2,52.4,No,250000.0
923,2025-07-11,34,Male,Pokhara,Student,Single,19619.0,6.9,12.4,634.0,16297.0,3769.0,11.7,7.6,83.6,6.2,6,4,1.9,High,65.4,81.97,No,250000.0
896,2025-06-14,32,Female,Chitwan,Employed,Married,23340.0,6.5,13.0,640.0,9988.0,3336.0,13.3,4.9,84.7,5.0,7,8,1.6,Medium,80.3,76.91,No,250000.0
870,2025-05-19,62,Male,Bhaktapur,Student,Single,27094.0,44.5,14.6,666.0,4062.0,3935.0,10.4,7.7,66.9,7.7,4,2,3.6,Medium,67.5,56.49,No,250000.0
731,2024-12-31,36,Female,Kathmandu,Employed,Married,,11.0,14.4,,14910.0,64171.0,13.4,7.8,90.0,4.6,5,4,3.2,Low,52.1,83.66,No,250000.0
241,2023-08-29,18,Female,Bhaktapur,Student,Single,114715.0,2.1,19.0,776.0,55293.0,58967.0,4.3,5.8,90.3,4.8,1,5,0.7,High,52.4,54.06,Yes,250000.0
801,2025-03-11,44,Male,Pokhara,Employed,Divorced,29736.0,23.6,16.8,662.0,10608.0,34592.0,3.8,6.6,67.6,2.7,4,2,5.2,High,45.2,49.24,No,250000.0
720,2024-12-20,62,Male,Kathmandu,Self-employed,Married,60174.0,33.7,15.9,558.0,10373.0,50481.0,6.8,7.2,91.4,6.2,6,3,2.7,High,65.0,67.95,No,250000.0
422,2024-02-26,43,Female,Kathmandu,Student,Married,41239.0,15.5,18.0,690.0,13911.0,48941.0,9.2,5.8,89.6,4.2,4,4,1.2,High,46.7,72.49,No,250000.0
710,2024-12-10,36,Female,Butwal,Unemployed,Single,49234.0,13.3,12.4,659.0,11252.0,19910.0,7.7,7.1,63.6,3.9,5,2,4.6,Medium,70.6,63.57,No,250000.0
179,2023-06-28,24,Male,Kathmandu,Employed,Single,94538.0,4.3,13.8,662.0,23001.0,56685.0,6.3,6.3,77.1,3.6,3,2,3.3,Low,97.7,56.27,No,250000.0
686,2024-11-16,46,Female,Butwal,Self-employed,Married,45825.0,22.8,14.8,588.0,14798.0,28420.0,6.9,7.2,90.2,8.7,6,1,4.9,High,63.3,74.13,No,250000.0
244,2023-09-01,70,Male,Kathmandu,Unemployed,Married,109737.0,38.0,9.9,643.0,73199.0,15872.0,5.0,6.1,87.0,4.8,7,4,3.8,High,79.2,65.53,Yes,250000.0
845,2025-04-24,38,Female,Pokhara,Self-employed,Single,75914.0,20.7,13.6,716.0,14976.0,20351.0,1.6,6.8,82.3,6.6,4,3,3.9,High,58.4,43.38,No,250000.0
203,2023-07-22,58,Male,Biratnagar,Self-employed,Divorced,29455.0,33.2,11.7,754.0,4922.0,7749.0,9.6,8.8,88.0,2.2,0,3,2.0,High,73.8,62.64,Yes,250000.0
301,2023-10-28,19,Female,Butwal,Employed,Single,64827.0,0.0,15.4,696.0,36778.0,26267.0,14.0,5.5,76.9,5.2,3,3,1.7,Medium,70.5,69.85,No,250000.0
947,2025-08-04,48,Male,Chitwan,Employed,Married,28020.0,17.1,14.9,730.0,14750.0,20607.0,10.5,8.0,80.0,2.4,4,5,3.1,Medium,52.3,77.46,No,250000.0
231,2023-08-19,66,Female,Kathmandu,Unemployed,Single,31869.0,43.5,11.6,617.0,22639.0,7142.0,1.1,5.9,76.3,7.4,5,4,3.2,Low,71.3,42.94,No,250000.0
307,2023-11-03,49,Female,Lalitpur,Student,Single,71336.0,18.2,16.6,673.0,11754.0,72332.0,5.8,7.0,72.2,5.8,6,3,4.1,Low,90.7,58.3,No,250000.0
167,2023-06-16,21,Male,Biratnagar,Student,Single,31087.0,0.0,16.3,646.0,1860.0,8664.0,10.2,7.3,,5.3,6,6,5.9,Medium,76.8,75.89,Yes,250000.0
627,2024-09-18,66,Male,Biratnagar,Employed,Married,34541.0,37.8,12.2,638.0,18142.0,16063.0,12.6,7.2,84.5,5.1,0,2,4.0,Low,66.1,61.79,No,250000.0
794,2025-03-04,25,Female,Kathmandu,Employed,Single,55398.0,0.0,13.6,659.0,15117.0,48214.0,2.7,7.5,94.1,1.0,4,2,3.6,Medium,90.8,61.81,No,250000.0
264,2023-09-21,26,Non-binary,Biratnagar,Self-employed,Married,27182.0,0.8,17.9,722.0,24.0,2676.0,4.7,6.1,76.3,3.6,0,3,2.3,Low,72.2,48.43,Yes,250000.0
951,2025-08-08,21,Male,Bhaktapur,Employed,Married,29286.0,0.3,17.7,603.0,4640.0,7201.0,11.4,6.2,94.5,5.8,1,2,0.5,Medium,83.4,81.33,No,250000.0
233,2023-08-21,66,Male,Lalitpur,Student,Married,36775.0,35.4,12.3,644.0,16488.0,6970.0,10.6,7.3,100.0,4.4,1,6,3.0,Medium,37.3,74.96,No,250000.0
151,2023-05-31,43,Female,Butwal,Employed,Married,27202.0,18.4,17.6,781.0,14611.0,12077.0,2.1,6.6,100.0,4.6,7,3,2.1,High,70.2,69.92,No,250000.0
480,2024-04-24,47,Male,Bhaktapur,Student,Single,45581.0,22.9,,513.0,13498.0,8024.0,0.8,8.0,80.1,7.1,4,2,5.4,Medium,70.5,53.73,No,250000.0
133,2023-05-13,65,Male,Pokhara,Employed,Divorced,72528.0,33.3,13.6,778.0,14095.0,38276.0,10.9,6.8,96.7,6.8,4,4,2.7,Medium,62.8,72.02,Yes,250000.0
10,2023-01-10,40,Male,Butwal,Employed,Single,64376.0,12.9,12.7,822.0,13379.0,12704.0,8.7,6.1,79.9,7.1,0,1,0.3,Medium,66.0,48.47,No,250000.0
255,2023-09-12,22,Non-binary,Chitwan,Unemployed,Married,29632.0,8.5,12.3,717.0,17699.0,15000.0,3.1,8.3,79.5,7.3,1,3,3.3,Medium,57.9,43.58,No,250000.0
881,2025-05-30,56,Female,Chitwan,Unemployed,Single,115544.0,41.7,16.3,724.0,37507.0,132624.0,10.4,6.0,82.2,3.9,3,4,3.5,Medium,59.6,74.97,Yes,250000.0
427,2024-03-02,60,Male,Pokhara,Employed,Single,,29.8,15.1,702.0,53298.0,38428.0,4.1,5.6,81.3,5.3,4,5,1.5,High,60.9,46.83,No,250000.0
588,2024-08-10,29,Male,Kathmandu,Unemployed,Single,73205.0,7.2,13.6,737.0,48833.0,39177.0,7.6,8.8,78.4,1.9,6,0,2.1,High,64.0,70.34,No,250000.0
83,2023-03-24,53,Male,Bhaktapur,Student,Married,38704.0,27.2,14.1,619.0,6938.0,25910.0,3.9,7.4,83.0,2.7,1,0,4.7,Medium,56.8,53.18,No,250000.0
65,2023-03-06,64,Male,Kathmandu,Employed,Married,167519.0,42.2,10.7,644.0,41768.0,127434.0,5.2,7.5,100.0,7.1,4,1,1.2,High,51.2,61.42,Yes,250000.0
618,2024-09-09,54,Female,Chitwan,Self-employed,Single,160124.0,23.3,16.0,681.0,40803.0,139804.0,4.1,7.1,100.0,5.0,4,1,1.9,Medium,80.6,64.13,Yes,250000.0
375,2024-01-10,65,Female,Chitwan,Employed,Single,35800.0,36.7,,635.0,6151.0,22444.0,5.7,6.1,76.8,5.9,3,1,1.1,Medium,88.9,59.21,No,250000.0
376,2024-01-11,36,Male,Butwal,Employed,Married,42497.0,12.8,12.7,748.0,5144.0,10018.0,4.9,6.6,90.0,9.3,5,2,0.0,High,41.9,58.34,No,250000.0
535,2024-06-18,29,Male,Pokhara,Student,Married,116674.0,3.8,17.4,,20308.0,84773.0,2.8,6.2,80.5,5.2,0,4,0.0,High,69.5,45.5,Yes,250000.0
786,2025-02-24,29,Female,Bhaktapur,Employed,Married,40555.0,6.0,13.6,683.0,15550.0,16253.0,4.4,5.6,87.0,8.7,4,3,0.2,High,55.4,52.44,No,250000.0
120,2023-04-30,52,Male,Butwal,Employed,Divorced,49744.0,32.7,17.7,,25668.0,33332.0,17.3,7.5,59.8,10.0,1,2,1.6,High,62.1,75.27,No,250000.0
416,2024-02-20,39,Male,Butwal,Employed,Married,34670.0,7.9,14.4,682.0,11372.0,35162.0,4.6,6.8,67.3,7.5,3,4,2.2,Medium,72.0,48.48,No,250000.0
522,2024-06-05,68,Male,Lalitpur,Self-employed,Single,40940.0,40.9,11.7,721.0,17319.0,49236.0,4.5,5.4,75.3,2.9,3,4,5.4,High,71.1,58.28,No,250000.0
672,2024-11-02,53,Female,Butwal,Self-employed,Single,20137.0,39.2,14.1,738.0,601.0,0.0,5.4,8.5,92.6,5.9,3,3,4.0,,61.1,61.93,No,250000.0
525,2024-06-08,46,Male,Pokhara,Employed,Married,59836.0,19.3,16.2,645.0,26538.0,34281.0,1.9,6.3,80.0,2.9,3,4,3.6,High,75.6,42.96,Yes,250000.0
111,2023-04-21,18,Female,Biratnagar,Employed,Divorced,43737.0,0.0,13.8,609.0,23088.0,14543.0,13.3,7.0,73.7,5.7,5,6,4.9,High,77.9,76.81,No,250000.0
777,2025-02-15,33,Female,Pokhara,Employed,Single,59029.0,10.8,11.4,799.0,43275.0,58423.0,8.1,7.8,68.1,4.4,7,1,5.2,Medium,66.5,61.79,Yes,250000.0
566,2024-07-19,49,Female,Butwal,Student,Single,19254.0,17.3,14.9,706.0,11040.0,17411.0,7.1,7.0,74.1,6.7,3,2,5.4,Medium,66.3,67.72,No,250000.0
447,2024-03-22,29,Non-binary,Lalitpur,Employed,Single,30697.0,3.6,19.0,761.0,21329.0,3422.0,4.8,6.8,66.3,1.4,7,1,5.8,Medium,74.3,58.2,Yes,250000.0
346,2023-12-12,65,Male,Butwal,Employed,Divorced,40940.0,40.2,11.9,689.0,17402.0,34953.0,3.0,7.4,79.0,5.1,7,3,2.4,Low,79.5,60.25,No,250000.0
122,2023-05-02,22,Male,Biratnagar,Employed,Single,36402.0,0.0,17.6,669.0,27036.0,0.0,9.0,6.5,100.0,8.1,6,2,4.2,Low,73.7,83.09,No,250000.0
611,2024-09-02,28,Male,Kathmandu,Self-employed,Married,59368.0,2.2,9.2,613.0,49996.0,5053.0,2.8,4.6,100.0,7.3,0,4,1.7,Medium,80.5,36.54,No,250000.0
614,2024-09-05,42,Male,Kathmandu,Employed,Married,76733.0,20.8,14.1,637.0,48772.0,7116.0,5.5,6.6,85.3,3.2,3,1,2.9,Low,70.2,57.37,No,250000.0
689,2024-11-19,35,Male,Biratnagar,Student,Single,12000.0,18.4,12.9,741.0,8796.0,9938.0,5.7,8.0,93.5,6.8,3,2,2.2,High,62.4,66.82,Yes,250000.0
463,2024-04-07,59,Male,Kathmandu,Student,Married,34477.0,32.1,12.8,695.0,23053.0,36119.0,8.5,7.6,66.4,3.4,1,2,0.5,Low,54.2,66.45,Yes,250000.0
968,2025-08-25,59,Non-binary,Pokhara,Self-employed,Single,59653.0,42.9,13.9,777.0,32222.0,62067.0,6.3,7.0,89.9,2.3,7,5,1.8,High,59.2,72.41,Yes,250000.0
450,2024-03-25,32,Female,Lalitpur,Self-employed,Married,29956.0,5.5,15.3,760.0,11910.0,8227.0,7.3,6.7,100.0,7.7,5,3,4.0,Medium,73.0,69.96,No,250000.0
967,2025-08-24,45,Female,Kathmandu,Student,Married,50525.0,22.3,16.1,781.0,5398.0,21025.0,7.7,5.8,77.5,4.6,7,2,3.6,Medium,65.5,61.89,Yes,250000.0
914,2025-07-02,51,Female,Lalitpur,Employed,Married,30108.0,20.1,12.4,554.0,12981.0,14177.0,3.9,8.0,83.2,8.7,6,4,1.6,High,77.0,55.89,No,250000.0
41,2023-02-10,61,Female,Butwal,Self-employed,Single,120784.0,42.6,14.2,532.0,39427.0,110525.0,6.5,5.5,81.3,4.4,1,3,3.6,Medium,48.1,47.99,No,250000.0
941,2025-07-29,65,Female,Bhaktapur,Employed,Married,41989.0,45.0,12.2,637.0,3838.0,0.0,6.2,5.9,96.8,3.6,4,3,6.5,Low,66.3,65.41,Yes,250000.0
218,2023-08-06,49,Male,Biratnagar,Employed,Single,30352.0,29.4,13.1,627.0,18744.0,22774.0,4.8,7.2,72.7,6.5,6,2,5.4,Low,93.2,46.56,Yes,250000.0
308,2023-11-04,26,Male,Kathmandu,Employed,Married,95493.0,5.6,17.2,613.0,57732.0,3436.0,4.8,8.4,79.3,4.2,7,3,1.3,High,50.4,74.93,Yes,250000.0
530,2024-06-13,66,Male,Kathmandu,Self-employed,Married,85746.0,45.0,8.3,701.0,9436.0,95398.0,2.3,7.7,66.9,8.8,4,6,3.8,Medium,74.1,48.1,No,250000.0
828,2025-04-07,35,Male,Butwal,Employed,Married,81666.0,11.4,13.8,442.0,23496.0,73834.0,2.2,6.1,86.7,6.7,5,2,3.2,High,44.7,47.78,No,250000.0
158,2023-06-07,43,Male,Chitwan,Self-employed,Single,44057.0,21.8,9.9,697.0,21608.0,11748.0,3.0,5.3,88.7,4.3,4,6,0.2,Medium,66.8,48.91,Yes,250000.0
251,2023-09-08,28,Male,Butwal,Employed,Single,75888.0,4.2,14.5,606.0,48655.0,52885.0,7.6,5.9,87.6,6.2,7,3,3.6,Medium,100.0,70.19,No,250000.0
125,2023-05-05,58,Female,Bhaktapur,Employed,Single,66794.0,32.8,15.7,653.0,13694.0,30162.0,,7.4,84.3,6.5,0,0,4.7,Medium,79.9,61.68,Yes,250000.0
726,2024-12-26,61,Female,Kathmandu,Employed,Single,155153.0,31.3,13.7,763.0,11826.0,111535.0,2.9,6.2,54.1,5.2,3,1,1.9,High,55.5,38.23,Yes,250000.0
330,2023-11-26,52,Male,Butwal,Student,Married,43776.0,29.0,14.1,567.0,19771.0,7710.0,5.9,7.3,85.7,4.8,2,6,3.7,Medium,56.3,58.48,No,250000.0
350,2023-12-16,20,Non-binary,Pokhara,Employed,Married,61497.0,0.0,11.9,578.0,7980.0,28055.0,5.7,4.6,71.9,3.6,1,1,2.6,Medium,67.0,43.86,No,250000.0
961,2025-08-18,67,Female,Bhaktapur,Employed,Divorced,39467.0,39.8,16.2,742.0,10765.0,39250.0,2.9,8.8,74.0,3.8,5,3,1.0,Medium,83.1,60.38,Yes,250000.0
369,2024-01-04,47,Male,Chitwan,Employed,Single,42660.0,23.3,14.4,679.0,7076.0,22736.0,2.4,7.4,78.8,5.1,5,4,4.8,High,91.3,60.1,No,250000.0
170,2023-06-19,40,Male,Pokhara,Student,Married,45353.0,16.4,12.7,670.0,24887.0,53552.0,5.9,5.5,87.4,7.0,3,2,3.4,Medium,60.2,45.24,No,250000.0
382,2024-01-17,45,Male,Lalitpur,Student,Divorced,173517.0,20.9,15.3,695.0,87128.0,200000.0,10.2,8.4,75.5,5.4,1,1,0.5,High,51.7,65.98,No,250000.0
407,2024-02-11,59,Female,Butwal,Unemployed,Single,48907.0,27.7,15.0,724.0,18712.0,12434.0,8.5,7.1,89.5,6.2,0,4,0.7,Medium,67.7,64.41,No,250000.0
796,2025-03-06,45,Male,Pokhara,Employed,Single,,18.5,14.4,599.0,30044.0,68961.0,6.8,7.8,74.1,4.4,5,0,1.5,Medium,63.5,61.42,No,250000.0
35,2023-02-04,59,Female,Butwal,Student,Married,59132.0,33.2,13.7,721.0,30167.0,33149.0,2.0,7.2,53.9,5.1,0,0,3.8,Medium,67.7,25.16,Yes,250000.0
812,2025-03-22,63,Female,Lalitpur,Student,Married,23587.0,42.1,15.8,709.0,8762.0,14329.0,5.7,8.4,68.7,7.9,5,6,5.1,Medium,85.2,58.94,No,250000.0
310,2023-11-06,52,Male,Lalitpur,Self-employed,Single,,25.2,14.1,658.0,13998.0,7604.0,13.5,7.3,93.3,11.4,0,1,3.3,Medium,57.7,62.51,No,250000.0
768,2025-02-06,64,Male,Lalitpur,Employed,Married,51678.0,35.4,13.8,688.0,20144.0,35457.0,8.1,9.0,68.1,1.6,5,3,4.3,High,70.6,72.42,No,250000.0
164,2023-06-13,66,Male,Biratnagar,Employed,Married,52411.0,44.5,14.6,652.0,24877.0,26868.0,6.3,8.1,92.0,8.8,1,3,4.5,Medium,92.6,57.0,No,250000.0
371,2024-01-06,45,Male,Pokhara,Student,Single,84155.0,28.4,10.6,772.0,25602.0,8195.0,9.4,7.8,64.9,5.1,3,2,6.3,High,86.8,64.4,No,250000.0
160,2023-06-09,30,Female,Lalitpur,Employed,Single,47093.0,8.5,13.4,622.0,,43530.0,7.0,4.7,87.0,6.4,2,2,2.3,Medium,83.4,45.15,No,250000.0
288,2023-10-15,42,Male,Kathmandu,Employed,Single,38564.0,19.1,16.1,674.0,,29027.0,2.5,7.0,,6.2,4,3,0.0,Low,58.6,45.75,Yes,250000.0
184,2023-07-03,59,Non-binary,Bhaktapur,Employed,Single,100748.0,34.3,15.0,651.0,8794.0,17665.0,7.1,6.4,94.6,1.0,2,2,3.6,High,98.0,59.18,No,250000.0
775,2025-02-13,70,Male,Chitwan,Employed,Married,25644.0,43.0,15.1,696.0,14359.0,21304.0,5.1,7.5,80.7,5.9,7,0,3.6,Medium,76.6,60.09,No,250000.0
559,2024-07-12,21,Male,Pokhara,Self-employed,Married,45713.0,0.0,16.7,591.0,25641.0,9812.0,,5.9,78.0,6.3,0,1,0.7,High,90.4,50.01,No,250000.0
715,2024-12-15,39,Female,Chitwan,Employed,Divorced,53935.0,19.5,15.6,632.0,16750.0,22425.0,5.6,8.1,100.0,7.3,4,1,4.9,Medium,53.0,68.11,No,250000.0
22,2023-01-22,41,Female,Chitwan,Student,Married,,20.6,18.4,687.0,13911.0,10375.0,7.0,4.9,96.0,3.1,5,4,5.2,Medium,72.4,75.22,Yes,250000.0
335,2023-12-01,35,Male,Butwal,Employed,Married,49558.0,9.4,13.3,646.0,16952.0,26432.0,3.7,7.0,72.2,6.4,2,1,4.9,High,51.5,42.84,No,250000.0
823,2025-04-02,67,Female,Kathmandu,Employed,Single,45651.0,39.5,10.1,506.0,8483.0,16256.0,,7.5,79.2,6.9,5,5,1.4,Medium,89.6,54.33,No,250000.0
284,2023-10-11,57,Female,Kathmandu,Employed,Married,24316.0,29.2,14.4,,5037.0,1229.0,5.1,4.0,83.1,6.2,3,3,3.7,High,70.9,46.68,No,250000.0
916,2025-07-04,55,Male,Bhaktapur,Employed,Single,36518.0,22.3,17.6,677.0,27697.0,9318.0,5.4,6.3,96.2,6.0,0,3,1.7,Low,79.6,54.23,Yes,250000.0
979,2025-09-05,66,Female,Pokhara,Employed,Married,41505.0,40.6,15.5,762.0,17181.0,20555.0,9.9,6.8,100.0,6.1,1,4,2.0,Medium,43.0,74.03,Yes,250000.0
729,2024-12-29,27,Male,Biratnagar,Employed,Single,25128.0,5.0,11.5,663.0,7686.0,34279.0,7.0,6.3,87.7,2.1,5,2,4.1,High,74.5,63.84,No,250000.0
581,2024-08-03,50,Male,Butwal,Employed,Single,,29.7,,718.0,25255.0,2705.0,8.3,6.1,89.8,3.9,5,2,3.4,Medium,61.3,63.68,No,250000.0
161,2023-06-10,68,Male,Kathmandu,Employed,Married,40515.0,44.1,13.3,797.0,19246.0,29210.0,6.2,8.9,83.0,7.1,7,2,3.6,High,61.6,73.99,Yes,250000.0
519,2024-06-02,29,Male,Lalitpur,Employed,Married,101330.0,7.2,13.8,704.0,3521.0,37079.0,4.7,6.8,100.0,5.7,0,6,2.7,Medium,79.8,49.79,Yes,250000.0
121,2023-05-01,50,Female,Chitwan,Unemployed,Single,12000.0,21.3,14.4,565.0,8282.0,0.0,3.0,6.5,77.2,4.6,1,1,3.1,Medium,92.0,41.1,No,250000.0
397,2024-02-01,52,Female,Bhaktapur,Self-employed,Single,59464.0,31.1,15.5,609.0,28235.0,22894.0,1.1,5.7,82.1,6.5,1,5,4.4,Medium,62.7,37.84,Yes,250000.0
128,2023-05-08,26,Female,Lalitpur,Self-employed,Single,30955.0,3.6,,657.0,15531.0,0.0,4.0,5.7,76.7,3.9,4,2,2.9,Medium,75.7,54.25,No,250000.0
793,2025-03-03,43,Female,Lalitpur,Employed,Divorced,47819.0,11.4,11.8,800.0,24545.0,46529.0,7.6,7.6,78.9,3.5,0,1,0.0,Medium,50.5,56.34,Yes,250000.0
761,2025-01-30,28,Male,Pokhara,Employed,Married,16105.0,2.5,14.6,711.0,13184.0,20719.0,4.6,6.5,67.5,1.0,3,0,3.6,High,42.9,47.99,No,250000.0
81,2023-03-22,51,Female,Kathmandu,Employed,Single,64459.0,33.4,15.0,594.0,12683.0,47730.0,2.6,8.1,70.6,7.6,3,3,2.4,Medium,81.8,46.07,No,250000.0
393,2024-01-28,66,Female,Lalitpur,Self-employed,Single,19788.0,29.5,11.9,631.0,11896.0,22467.0,6.7,7.4,80.8,4.3,0,1,2.6,High,56.3,52.76,No,250000.0
819,2025-03-29,42,Male,Bhaktapur,Employed,Married,57606.0,16.4,16.2,681.0,6624.0,39257.0,3.5,8.4,82.7,2.0,4,2,1.0,Medium,75.9,62.41,No,250000.0
524,2024-06-07,39,Male,Bhaktapur,Student,Single,59969.0,18.2,11.2,719.0,33314.0,52471.0,4.0,4.5,85.2,6.5,0,2,3.0,High,99.4,34.57,No,250000.0
772,2025-02-10,32,Female,Chitwan,Employed,Divorced,107360.0,8.4,10.1,657.0,40944.0,137434.0,6.0,6.2,82.6,7.9,3,1,5.5,Medium,75.9,43.73,Yes,250000.0
846,2025-04-25,65,Female,Kathmandu,Self-employed,Single,12000.0,30.6,14.5,534.0,3120.0,9477.0,6.8,8.8,87.3,8.8,6,4,2.8,High,80.3,68.5,No,250000.0
149,2023-05-29,18,Female,Bhaktapur,Employed,Single,63154.0,0.0,12.4,567.0,19165.0,62923.0,10.2,5.4,90.3,10.3,1,3,3.7,Medium,75.7,48.95,No,250000.0
193,2023-07-12,47,Male,Pokhara,Employed,Married,36987.0,19.3,15.0,566.0,18208.0,19834.0,1.8,5.3,78.8,7.7,7,5,5.3,Low,70.4,41.14,No,250000.0
23,2023-01-23,61,Male,Chitwan,Employed,Single,185303.0,37.9,16.0,707.0,46870.0,100824.0,10.9,6.6,75.7,6.5,1,6,3.7,Medium,65.0,61.4,No,250000.0
182,2023-07-01,45,Male,Butwal,Employed,Divorced,13991.0,17.8,17.3,775.0,3756.0,0.0,11.4,7.0,96.3,6.2,6,4,1.5,High,66.0,78.88,Yes,250000.0
657,2024-10-18,24,Female,Lalitpur,Student,Single,69967.0,0.7,11.0,731.0,24986.0,49692.0,2.5,8.7,98.7,7.7,6,1,2.2,High,85.5,56.04,Yes,250000.0
176,2023-06-25,53,Male,Butwal,Employed,Single,27272.0,35.3,16.9,815.0,3535.0,15187.0,8.2,8.2,72.9,8.1,6,5,3.5,Low,47.7,60.96,Yes,250000.0
753,2025-01-22,61,Male,Kathmandu,Employed,Married,21696.0,42.7,13.7,723.0,11677.0,7068.0,5.0,4.1,80.4,4.6,5,1,0.0,Medium,76.8,56.93,No,250000.0
123,2023-05-03,59,Male,Butwal,Employed,Divorced,93541.0,33.1,12.4,647.0,6357.0,24978.0,16.0,7.9,82.1,2.4,5,1,3.2,Medium,81.9,93.5,Yes,250000.0
865,2025-05-14,31,Female,Butwal,Self-employed,Married,32378.0,13.4,13.2,779.0,15965.0,28237.0,8.8,5.6,77.0,7.5,6,8,3.0,High,51.9,62.65,No,250000.0
959,2025-08-16,46,Male,Bhaktapur,Employed,Single,51067.0,20.4,10.9,641.0,22012.0,7190.0,2.4,8.8,85.7,6.9,0,1,2.1,High,62.4,48.67,No,250000.0
991,2025-09-17,65,Female,Lalitpur,Employed,Single,70004.0,45.0,12.7,686.0,38856.0,10658.0,5.5,7.3,89.1,3.5,3,4,2.9,Low,54.5,63.86,Yes,250000.0
821,2025-03-31,27,Non-binary,Lalitpur,Employed,Married,113976.0,0.0,12.3,728.0,69768.0,123711.0,3.0,7.6,73.8,6.4,0,5,2.6,Medium,52.4,38.59,No,250000.0
417,2024-02-21,40,Male,Pokhara,Student,Single,34855.0,15.7,14.9,630.0,17866.0,38096.0,5.6,9.7,82.8,7.3,0,4,5.4,Medium,70.0,59.23,No,250000.0
871,2025-05-20,30,Male,Kathmandu,Employed,Divorced,103887.0,1.9,13.9,617.0,68589.0,95317.0,16.5,8.3,57.0,3.4,6,4,2.9,Medium,78.1,96.51,No,250000.0
213,2023-08-01,59,Female,Lalitpur,Employed,Married,45323.0,39.7,11.5,648.0,,60432.0,11.1,6.1,73.3,6.5,1,2,0.0,Low,20.0,56.52,No,250000.0
67,2023-03-08,31,Male,Kathmandu,Employed,Married,40021.0,8.9,13.0,641.0,4798.0,0.0,2.7,6.6,93.0,5.0,0,2,2.4,High,86.7,57.53,No,250000.0
587,2024-08-09,30,Male,Butwal,Student,Married,121887.0,8.3,13.9,664.0,45786.0,17413.0,5.0,8.0,77.1,3.2,6,8,0.7,Low,63.7,64.89,No,250000.0
285,2023-10-12,18,Male,Chitwan,Student,Single,53007.0,0.0,16.2,788.0,23229.0,56680.0,5.7,7.1,82.0,6.0,0,2,1.3,Medium,59.5,55.6,No,250000.0
191,2023-07-10,61,Female,Biratnagar,Employed,Married,33003.0,34.5,13.8,,9639.0,12336.0,0.9,6.3,76.6,1.0,4,6,2.7,Medium,98.4,44.8,No,250000.0
85,2023-03-26,48,Male,Butwal,Unemployed,Single,,29.2,13.2,719.0,27439.0,39129.0,13.9,5.7,70.3,6.9,2,1,2.3,Medium,61.6,78.09,No,250000.0
243,2023-08-31,19,Female,Biratnagar,Student,Single,29073.0,0.0,10.6,501.0,12573.0,0.0,7.3,5.9,83.8,6.0,6,2,5.4,Medium,60.6,65.7,No,250000.0
660,2024-10-21,48,Male,Kathmandu,Employed,Married,34037.0,26.6,14.2,529.0,12242.0,31079.0,8.7,6.9,64.7,6.3,5,5,0.0,Medium,70.0,59.04,No,250000.0
